jurisdiccion,entidad,programa,actividad,credito_original,aumento,marcar_hijos_con_posible_reasignacion
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción Jardín Rauch, Calle Las Heras, Rauch, Buenos Aires",15000000,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción Jardín San Martín de las Escobas, San Martín de las Escobas, Santa Fe",15500000,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,"Construcción Jardín Teniente Pedro Nolasco Fonseca - San Juan, Provincia de San Juan",1069806,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Edilicio de Jardines Infantiles,Dirección y Coordinación,1330674219,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Territorial,Fortalecimiento de la Reinserción Escolar y Construcción de Trayectorias Educativas: Asistiré,44701687,0,no
Ministerio de Educación,Ministerio de Educación,Fortalecimiento Territorial,Proyectos Especiales,86410000,0,no
Ministerio de Educación,Ministerio de Educación,Gestión Educativa y Políticas Socioeducativas,Acciones Especiales,3482753760,0,no
Ministerio de Educación,Ministerio de Educación,Gestión Educativa y Políticas Socioeducativas,Acciones para la Inclusión y la Igualdad de Oportunidades,30160200,0,no
Ministerio de Educación,Ministerio de Educación,Gestión Educativa y Políticas Socioeducativas,Acompañamiento a las Trayectorias Escolares,142000000,0,no
Ministerio de Educación,Ministerio de Educación,Gestión Educativa y Políticas Socioeducativas,Ampliación de la Jornada Educativa: La Escuela Sale del Aula,307496808,0,no
Ministerio de Educación,Ministerio de Educación,Gestión Educativa y Políticas Socioeducativas,Asistencia Financiera a Academias Nacionales,48570209,0,no
Ministerio de Educación,Ministerio de Educación,Gestión Educativa y Políticas Socioeducativas,Dirección y Coordinación,395636666,0,no
Ministerio de Educación,Ministerio de Educación,Gestión Educativa y Políticas Socioeducativas,Fortalecimiento de los Servicios Bibliográficos y Documentales en Educación,6728000,0,no
Ministerio de Educación,Ministerio de Educación,Gestión Educativa y Políticas Socioeducativas,Fortalecimiento del Compromiso por la Educación,6000000,0,no
Ministerio de Educación,Ministerio de Educación,Gestión Educativa y Políticas Socioeducativas,Gestión Curricular y Pedagógica en el Nivel Primario,138120000,0,no
Ministerio de Educación,Ministerio de Educación,Gestión Educativa y Políticas Socioeducativas,Impulso de Servicios Federales del Programa BERA y de las Redes Federales,33780000,0,no
Ministerio de Educación,Ministerio de Educación,Gestión Educativa y Políticas Socioeducativas,Proyecto de Mejoramiento de Educación Rural - BIRF N°8452- AR - PROMER II,130000000,0,no
Ministerio de Educación,Ministerio de Educación,Implementación del Plan Nacional de Educación Digital,Adquisición de Equipamiento Tecnológico,2585244023,0,no
Ministerio de Educación,Ministerio de Educación,Implementación del Plan Nacional de Educación Digital,Desarrollo Pedagógico a través de la Incorporación de las Tecnologías de la Información y Comunicación (TIC's),814755976,0,no
Ministerio de Educación,Ministerio de Educación,Infraestructura y Equipamiento,Asistencia Financiera para la Dotación de Servicios Básicos a Escuelas,833412,0,no
Ministerio de Educación,Ministerio de Educación,Infraestructura y Equipamiento,Asistencia Financiera para Nuevas Obras,159150243,0,no
Ministerio de Educación,Ministerio de Educación,Infraestructura y Equipamiento,Construcción y Equipamiento de Institutos de Formación Docente,1020000000,0,no
Ministerio de Educación,Ministerio de Educación,Infraestructura y Equipamiento,Construcción y Equipamiento Escolar - BIRF N° 8452- AR - PROMER II,802800000,0,no
Ministerio de Educación,Ministerio de Educación,Infraestructura y Equipamiento,Dirección y Coordinación,43996234,0,no
Ministerio de Educación,Ministerio de Educación,Infraestructura y Equipamiento,Ejecución de Obras de Infraestructura Escolar - III Tramo (BID Nº 2940/OC-AR),927027649,0,no
Ministerio de Educación,Ministerio de Educación,Infraestructura y Equipamiento,Fortalecimiento del Equipamiento Educativo,262725000,0,no
Ministerio de Educación,Ministerio de Educación,Infraestructura y Equipamiento,Infraestructura Escolar Especial (CAF Nº 7908),160715910,0,no
Ministerio de Educación,Ministerio de Educación,Infraestructura y Equipamiento,Plan Nacional de Arquitectura Educativa,617358663,0,no
Ministerio de Educación,Ministerio de Educación,Infraestructura y Equipamiento,Programa de Desarrollo de Recursos Educativos II - CAF S/N°,740000000,0,no
Ministerio de Educación,Ministerio de Educación,Infraestructura y Equipamiento,Reparaciones Menores y Mobiliario Escolar,4556130182,0,no
Ministerio de Educación,Ministerio de Educación,Innovación y Desarrollo de la Formación Tecnológica,Aplicación del Fondo Nac. para la Educ.Técnico Profesional,4882727320,0,no
Ministerio de Educación,Ministerio de Educación,Innovación y Desarrollo de la Formación Tecnológica,Articulación del Sistema Educativo con el Sistema Productivo,6200000,0,no
Ministerio de Educación,Ministerio de Educación,Innovación y Desarrollo de la Formación Tecnológica,Dirección y Coordinación,126718712,0,no
Ministerio de Educación,Ministerio de Educación,Innovación y Desarrollo de la Formación Tecnológica,Fortalecimiento en el Uso de las Nuevas Tecnologías,26180000,0,no
Ministerio de Educación,Ministerio de Educación,Innovación y Desarrollo de la Formación Tecnológica,Mejoramiento de la Calidad de la Educación Técnico Profesional,11600000,0,no
Ministerio de Educación,Ministerio de Educación,Mejoramiento de la Calidad Educativa,Dirección y Coordinación,87510613,0,no
Ministerio de Educación,Ministerio de Educación,Mejoramiento de la Calidad Educativa,Elaboración de Información y Estadística Educativa,5793120,0,no
Ministerio de Educación,Ministerio de Educación,Mejoramiento de la Calidad Educativa,Fomento de la Red de Planeamiento e Información Educativa,131209953,0,no
Ministerio de Educación,Ministerio de Educación,Mejoramiento de la Calidad Educativa,Fortalecimiento de la Educación Sexual Integral,21852645,0,no
Ministerio de Educación,Ministerio de Educación,Mejoramiento de la Calidad Educativa,Fortalecimiento de la Red Federal para la Mejora del Aprendizaje de la Educación Obligatoria,257357256,0,no
Ministerio de Educación,Ministerio de Educación,Mejoramiento de la Calidad Educativa,Implementación de la Escuela de Gobierno de Política Educativa,21940000,0,no
Ministerio de Educación,Ministerio de Educación,Mejoramiento de la Calidad Educativa,Transformación de la Escuela Secundaria,4765000,0,no
Ministerio de Educación,Ministerio de Educación,Transferencias Varias,Transferencias a Institutos Terciarios y Otras,1628037790,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Acciones para la Seguridad Nuclear y Protección Ambiental,Coordinación y Administración,174802740,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Acciones para la Seguridad Nuclear y Protección Ambiental,Gestión Ambiental y Seguridad Nuclear,91493723,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Acciones para la Seguridad Nuclear y Protección Ambiental,Gestión de Residuos Radiactivos,45994100,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Acciones para la Seguridad Nuclear y Protección Ambiental,Restitución Ambiental de Minería de Uranio (BIRF 7583-AR PPF 352-PRAMU),46195561,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Acciones para la Seguridad Nuclear y Protección Ambiental,Tratamiento Residuos Radiactivos de Baja Actividad (PPF 352),38170000,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Actividades Centrales,Cooperación Institucional,50819219,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Actividades Centrales,Coordinación Proyecto de Ingeniería en Telecomunicaciones,12000000,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Actividades Centrales,Coordinación y Administración de Grandes Proyectos,78177032,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Actividades Centrales,Dirección y Administración Central,313623804,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Actividades Centrales,Formación de Becarios,164000000,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Actividades Centrales,Realización de Estudios Previos para Proyecto V Central Nuclear,150000000,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Actividades Centrales,Servicios Operativos de Apoyo,316146363,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Aplicaciones de la Tecnología Nuclear,Aplicación en Medicina Nuclear,1968081,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Aplicaciones de la Tecnología Nuclear,Coordinación y Administración,468845136,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Aplicaciones de la Tecnología Nuclear,Producción y Usos de Radioisótopos y Radiaciones,10179672,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Desarrollos y Suministros para la Energía Nuclear,Coordinación y Administración,452460969,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Desarrollos y Suministros para la Energía Nuclear,Desarrollo de Reactores Nucleares de Experimentación y Producción,9368411,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Desarrollos y Suministros para la Energía Nuclear,Ingeniería de Centrales Nucleares de Potencia,99694650,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Investigación y Aplicaciones no Nucleares,Acciones para la Investigación,115043118,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Investigación y Aplicaciones no Nucleares,Ampliación y Actualización de las Capacidades Experimentales del Laboratorio de Propiedades Mecánicas del CAB - Fase 2,1135000,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Investigación y Aplicaciones no Nucleares,Coordinación y Administración,48271917,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Investigación y Aplicaciones no Nucleares,Coordinación y Administración Proyecto International Center for Sciences (ICES),2000000,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Investigación y Aplicaciones no Nucleares,Coordinación y Administración Proyecto Pierre Auger,20634032,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Suministros  y Tecnología Ciclo Combustible Nuclear,Geología y Exploración de Uranio,169351692,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Suministros  y Tecnología Ciclo Combustible Nuclear,Producción de Materias Primas Nucleares,67702690,0,no
Ministerio de Energía y Minería,Comisión Nacional de Energía Atómica,Suministros  y Tecnología Ciclo Combustible Nuclear,Tecnología de Combustibles Nucleares,140458524,0,no
Ministerio de Energía y Minería,Ente Nacional Regulador de la Electricidad,Erogaciones Figurativas,Erogaciones Figurativas al Tesoro Nacional,4042000,0,no
Ministerio de Energía y Minería,Ente Nacional Regulador de la Electricidad,Regulación y Contralor del Mercado Eléctrico,Regulación y Contralor del Mercado Eléctrico,468359005,0,no
Ministerio de Energía y Minería,Ente Nacional Regulador del Gas,Erogaciones Figurativas,Erogaciones Figurativas al Tesoro Nacional,3000000,0,no
Ministerio de Energía y Minería,Ente Nacional Regulador del Gas,Regulación del Transporte y Distribución  de Gas,Regulación del Transporte y Distribución  de Gas,816163163,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Acciones para el Uso Racional y Eficiente de la Energía,Acciones de Alumbrado Eficiente (CAF S/N),819720000,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Acciones para el Uso Racional y Eficiente de la Energía,Acciones de Eficiencia Energética en Alumbrado Público,6500000,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Acciones para el Uso Racional y Eficiente de la Energía,Acciones de Eficiencia Energética en Edificios Públicos,1000000,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Acciones para el Uso Racional y Eficiente de la Energía,Acciones de Uso Racional y Eficiente de la Energía,85005700,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Acciones para el Uso Racional y Eficiente de la Energía,Apoyo al Desarrollo de Políticas de Uso Racional y Eficiente de la Energía,38358628,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Acciones para el Uso Racional y Eficiente de la Energía,Dirección y Coordinación Superior,34063103,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Acciones para la Ampliación de las Redes Eléctricas de Alta Tensión,Ejecución de Obras de Abastecimiento de Energía Eléctrica (BID Nº2514/OC-AR),139194369,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Acciones para la Ampliación de las Redes Eléctricas de Alta Tensión,Línea de Alta Tensión Rincón Santa María - Resistencia (CAF Nº 8517),325569526,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Acciones para la Ampliación de las Redes Eléctricas de Alta Tensión,Obras Complementarias de Baja y Mediana Tensión (CAF Nº 6566),61563869,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Actividades Centrales,Acciones Inherentes a la Inserción Argentina en el Mundo,313000,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Actividades Centrales,Apoyo a la Gestión de Iniciativas Financiadas con Préstamos Internacionales,570300,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Actividades Centrales,Conducción Superior,763159413,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Actividades Centrales,Coordinación Administrativa,56194818,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Actividades Centrales,Coordinación de Políticas Tarifarias,15349093,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Actividades Centrales,Planeamiento Estratégico de la Energía,73704916,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Desarrollo Energético Provincial,Fondo Eléctrico de Desarrollo del Interior (FEDEI),1828348494,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Desarrollo Energético Provincial,Fondo Nacional de Energía Eléctrica - FSCT60%,632867361,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Erogaciones Figurativas a la Comisión Nacional de Energía Atómica,Erogaciones Figurativas a la Comisión Nacional de Energía Atómica,2917231834,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Erogaciones Figurativas al Servicio Geológico Minero Argentino,Erogaciones Figurativas al Servicio Geológico Minero Argentino,392688841,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Formulación y Ejecución de la Política de Energía Eléctrica,Apoyo para el Desarrollo de Políticas de Energía Eléctrica,47419650,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Formulación y Ejecución de la Política de Energía Eléctrica,Dirección y Coordinación Superior,270858228,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Formulación y Ejecución de la Política de Energía Eléctrica,Evaluación y Promoción de Infraestructura Eléctrica,167317865,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Formulación y Ejecución de la Política de Energía Eléctrica,Proyecto Ener. Renonvables en Mercados Rurales (BIRF N° 8484),381201493,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Formulación y Ejecución de la Política de Energía Eléctrica,Sustentabilidad del Mercado Eléctrico,64095030167,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Formulación y Ejecución de la Política Geológico-Minera,Articulación de la Política Minera Provincial,3479330,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Formulación y Ejecución de la Política Geológico-Minera,Desarrollo Sustentable de la Minería,36256796,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Formulación y Ejecución de la Política Geológico-Minera,Dirección y Coordinación Superior,181415118,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Formulación y Ejecución de la Política Geológico-Minera,Promoción de Inversiones y Fomento de la Competitividad,30079413,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Formulación y Ejecución de la Política Geológico-Minera,Transparencia y Fortalecimiento Institucional de la Minería Argentina,11039535,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Formulacion y Ejecucion de Politica de Hidrocarburos,Compensación Tarifaria,4807798898,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Formulacion y Ejecucion de Politica de Hidrocarburos,Construcción Gasoducto - Mendoza,406262430,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Formulacion y Ejecucion de Politica de Hidrocarburos,Construcción Gasoducto Centro II,1105060659,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Formulacion y Ejecucion de Politica de Hidrocarburos,Dirección y Coordinación Superior,164446814,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Formulacion y Ejecucion de Politica de Hidrocarburos,Estímulos  a la Producción de Gas Natural,10738612883,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Formulacion y Ejecucion de Politica de Hidrocarburos,Expansión del Sistema del Gasoducto de la Costa y Tandil - Mar del Plata,678903789,0,no
Ministerio de Energía y Minería,Ministerio de Energía y Minería,Formulacion y Ejecucion de Politica de Hidrocarburos,Programa Hogares con Garrafas,8409229473,0,no
Ministerio de Energía y Minería,Servicio Geológico Minero Argentino,Actividades Centrales,Conducción y Dirección Superior,130556605,0,no
Ministerio de Energía y Minería,Servicio Geológico Minero Argentino,Actividades Centrales,Coordinación de Actividades Regionales,85412150,0,no
Ministerio de Energía y Minería,Servicio Geológico Minero Argentino,Desarrollo y Aplicación de la Tecnología Minera,Apoyo y  Seguimiento de los Planes Sociales,3800000,0,no
Ministerio de Energía y Minería,Servicio Geológico Minero Argentino,Desarrollo y Aplicación de la Tecnología Minera,Asistencia Técnica y Desarrollo Tecnológico,65384407,0,no
Ministerio de Energía y Minería,Servicio Geológico Minero Argentino,Producción de Información Geológica de Base,Evaluación y Producción Geológica de Base,113420859,0,no
Ministerio de Finanzas,Comisión Nacional de Valores,Control y Fiscalización de la Oferta Pública,Control de la Oferta Pública de Títulos Valores y Agentes Intermediarios,347316331,0,no
Ministerio de Finanzas,Comisión Nacional de Valores,Control y Fiscalización de la Oferta Pública,Dirección y Conducción,27418702,0,no
Ministerio de Finanzas,Ministerio de Finanzas,Actividades Centrales,Conducción y Dirección Superior,81553750,0,no
Ministerio de Finanzas,Ministerio de Finanzas,Actividades Centrales,Coordinación de Asuntos Legales y Regulatorios,55252992,0,no
Ministerio de Finanzas,Ministerio de Finanzas,Actividades Centrales,Coordinación y Administración,54379078,0,no
Ministerio de Finanzas,Ministerio de Finanzas,Dirección Superior de Contratos de Participación Pública - Privada,Coordinación de Iniciativas bajo la Modalidad de Contratos de Participación Pública - Privada,130662791,0,no
Ministerio de Finanzas,Ministerio de Finanzas,Erogaciones Figurativas a la Comision Nacional de Valores,Erogaciones Figurativas a la Comision Nacional de Valores,288332373,0,no
Ministerio de Finanzas,Ministerio de Finanzas,Erogaciones Figurativas a la Unidad de Información Financiera,Erogaciones Figurativas a la Unidad de Información Financiera,315365892,0,no
Ministerio de Finanzas,Ministerio de Finanzas,"Finanzas, Bancos y Seguros",Administración del Financiamiento,65732874,0,no
Ministerio de Finanzas,Ministerio de Finanzas,"Finanzas, Bancos y Seguros",Conducción de las Finanzas del Estado Nacional,126755796,0,no
Ministerio de Finanzas,Ministerio de Finanzas,"Finanzas, Bancos y Seguros",Coordinación de Relaciones Financieras Internacionales,63147553,0,no
Ministerio de Finanzas,Ministerio de Finanzas,"Finanzas, Bancos y Seguros",Fortalecimiento de la Autoridad Nacional Designada ante el Fondo Verde para el Clima,5902194,0,no
Ministerio de Finanzas,Ministerio de Finanzas,"Finanzas, Bancos y Seguros",Fortalecimiento Institucional del Ministerio de Finanzas y Ministerio de Hacienda - (BID-AR/L1247),65343100,0,no
Ministerio de Finanzas,Ministerio de Finanzas,"Finanzas, Bancos y Seguros",Fortalecimiento y Consolidación del Sistema Nacional  de Microfinanzas ¿ (BID AR-L N° 1246),58028325,0,no
Ministerio de Finanzas,Ministerio de Finanzas,"Finanzas, Bancos y Seguros",Plan de Formulación y Lanzamiento de la Encuesta de Gastos de Hogares 2016,278200,0,no
Ministerio de Finanzas,Ministerio de Finanzas,Servicios Financieros,Coordinación y Desarrollo de los Servicios Financieros,60632300,0,no
Ministerio de Finanzas,Ministerio de Finanzas,Servicios Financieros,Fortalecimiento y Consolidación del Sistema nacional de Microfinanzas y la Economía Social y Solidadia (FONCAP),97590000,0,no
Ministerio de Finanzas,Superintendencia de Seguros de la Nación,Control y Fiscalización de la Actividad Aseguradora y Reaseguradora,"Asesoría, Representación y Patrocinio Legal",88019836,0,no
Ministerio de Finanzas,Superintendencia de Seguros de la Nación,Control y Fiscalización de la Actividad Aseguradora y Reaseguradora,Autorización para Operar en Seguros y Reaseguros,25497625,0,no
Ministerio de Finanzas,Superintendencia de Seguros de la Nación,Control y Fiscalización de la Actividad Aseguradora y Reaseguradora,Dirección Superior y Servicios de Apoyo,117662303,0,no
Ministerio de Finanzas,Superintendencia de Seguros de la Nación,Control y Fiscalización de la Actividad Aseguradora y Reaseguradora,Elaboración Normas Técnicas,28268647,0,no
Ministerio de Finanzas,Superintendencia de Seguros de la Nación,Control y Fiscalización de la Actividad Aseguradora y Reaseguradora,Estudios Económico-Financieros,25600153,0,no
Ministerio de Finanzas,Superintendencia de Seguros de la Nación,Control y Fiscalización de la Actividad Aseguradora y Reaseguradora,Evaluación Económica del Mercado Asegurador,42186703,0,no
Ministerio de Finanzas,Superintendencia de Seguros de la Nación,Control y Fiscalización de la Actividad Aseguradora y Reaseguradora,"Fiscalización ""In Situ"" de las Compañías Aseguradoras",53042507,0,no
Ministerio de Finanzas,Superintendencia de Seguros de la Nación,Control y Fiscalización de la Actividad Aseguradora y Reaseguradora,Prevención y Control del Lavado de Activos y del Financiamiento del Terrorismo,10443196,0,no
Ministerio de Finanzas,Superintendencia de Seguros de la Nación,Control y Fiscalización de la Actividad Aseguradora y Reaseguradora,Servicios Administrativos,234262120,0,no
Ministerio de Finanzas,Superintendencia de Seguros de la Nación,Erogaciones Figurativas,Erogaciones Figurativas al Tesoro Nacional y a la Secretaría de Medios de Comunicación,53333000,0,no
Ministerio de Finanzas,Unidad de Infor. Financiera,Prevención del Lavado de Activos,Acciones Inherentes a la Inserción Argentina en el Mundo,1000000,0,no
Ministerio de Finanzas,Unidad de Infor. Financiera,Prevención del Lavado de Activos,Acciones para la Prevención del Lavado de Activos,277210083,0,no
Ministerio de Finanzas,Unidad de Infor. Financiera,Prevención del Lavado de Activos,Conducción y Administración,37155809,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Acciones Censales,Acciones del Censo Agropecuario,320286487,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Actividades Centrales,Acciones Inherentes a la Inserción Argentina en el Mundo,62222695,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Actividades Centrales,Acciones Inherentes al Ingreso Argentina a la OCDE,1700000,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Actividades Centrales,Conducción y Dirección Superior,403915013,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Actividades Centrales,Coordinación,1237174973,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Actividades Centrales,Coordinación de Fideicomisos de Infraestructura,2714699,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Actividades Centrales,Intervención en Patio Edificio Paseo Colón N° 171,12000000,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Actividades Centrales,Normalización Patrimonial,113251624,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Actividades Comunes a los Prog. de la Secretaría de Hacienda,Conducción de la Política Financiera y Tributaria,18467069,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Actividades Comunes a los Prog. de la Secretaría de Hacienda,"Programación, Registro y Control de las Obligaciones a Cargo del Tesoro Nacional",2650000,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Actividades Comunes del INDEC,Administración Central,410776384,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Actividades Comunes del INDEC,Estructura Informática,76465662,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Actividades Comunes del INDEC,Estructura Regional,62869348,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Actividades Comunes del INDEC,Estructura Técnica,76236602,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Administración de Política Tributaria,Administración de Política Tributaria,63966554,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Administración Financiera,Conducción del Sistema de Administración Financiera,58399121,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Administración Financiera,Construcción de los Centros Cómputos de la Unidad Informática de la Secretaría de Hacienda Etapa II,37975000,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Administración Financiera,Coordinación Informática de la Administración Financiera,269878726,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Administración Financiera,Dirección y Coordinación del Proceso Presupuestario,72614172,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Administración Financiera,Generación y Análisis de Información Financiera,78241268,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Administración Financiera,Instrumentación de Política Salarial para el Sector Público,28939801,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Administración Financiera,Programa de Fortalecimiento Institucional - Segunda Etapa (PROFIP II - BID Nº 2754 OC-AR),86925760,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Administración Financiera,Programa de Modernización Institucional y Fortalecimiento de la Gestión Financiera y Fiscal,3000000,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Administración Financiera,Programación y Administración de Ingresos y Pagos,67541529,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Coordinación Fiscal con las Provincias,Coordinación Fiscal con las Provincias,72500590,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Erogaciones Figurativas al Tribunal Fiscal de la Nacion,Erogaciones Figurativas al Tribunal Fiscal de la Nacion,198644925,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Formulación y Ejecución de Políticas Económicas,Coordinación de Acciones de Empresas con Participación del Estado,1191964,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Formulación y Ejecución de Políticas Económicas,Definición de Políticas de Desarrollo,2122464,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Formulación y Ejecución de Políticas Económicas,Definición de Políticas de Programación Macroeconómica,39094859,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Formulación y Ejecución de Políticas Económicas,Formulación y Ejecución de Políticas Económicas,191934943,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Formulación y Ejecución de Políticas Económicas,Planificación Económica,29287745,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Formulación y Ejecución de Políticas Económicas,Representantes y Directores Designados por las Acciones o Participaciones Accionarias del Estado Nacional (Decreto Nº1278/2012),14729682,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Servicio Estadístico,Encuesta de Gastos de los Hogares,158598253,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Servicio Estadístico,Encuesta Permanente de Hogares y Pobreza Multidimensional,60218193,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Servicio Estadístico,Índice de Precios al Consumidor Cobertura Nacional,71176769,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Servicio Estadístico,Operativos Estadísticos Continuos,421334723,0,no
Ministerio de Hacienda,Ministerio de Hacienda,Servicio Estadístico,Operativos Estadísticos Específicos,113901820,0,no
Ministerio de Hacienda,Tribunal Fiscal de la Nación,Resolución de Cuestiones Dudosas y Litigiosas,Resolución de Cuestiones Dudosas y Litigiosas,198644925,0,no
Ministerio de Justicia y Derechos Humanos,Agencia Nacional de Materiales Controlados,Formulación y Ejecución de Polítcas para Restringir el Circulante de Armas de Fuego en la Sociedad Civil,Conducción Superior,69104827,0,no
Ministerio de Justicia y Derechos Humanos,Centro Internacional para la Promoción de los Derechos Humanos,Promoción Internacional de los Derechos Humanos,Promoción Internacional de los Derechos Humanos,39013278,0,no
Ministerio de Justicia y Derechos Humanos,"Instituto Nacional contra la Discriminación, la Xenofobia y el Racismo","Acciones contra la Discriminación, la Xenofobia y el Racismo","Acciones contra la Discriminación, la Xenofobia y el Racismo",212641045,0,no
Ministerio de Justicia y Derechos Humanos,Instituto Nacional de Asuntos Indígenas,Atención y Desarrollo de Poblaciones Indígenas,Conducción,148525694,0,no
